titulo;valorMin;valorMax;data;skill;pais
Sistema  gestão  comercial para empresas;1000;3000;28 de Janeiro de 2023 18:29;['C', 'Java', 'Python', 'C#', 'MySQL', 'PHP'];Brasil
Predição com Prophet;50;100;28 de Janeiro de 2023 14:10;['Python'];Brasil
Ferramenta de automação (em Python ou Javascript/Electron) para processar arquivos Xml/Xhtml/Html;1000;3000;26 de Janeiro de 2023 17:01;['JavaScript', 'CSS', 'HTML', 'HTML5', 'Python', 'Electron'];Brasil
Entorno Digital;3000;3000;26 de Janeiro de 2023 22:07;['JavaScript', 'MySQL', 'API', 'CSS', 'HTML5', 'Python'];México
Programa para conciliar dados de um relatorio de vendas interno com os dados de relatórios de vendas de marketplaces;100;250;26 de Janeiro de 2023 15:09;['JavaScript', 'Python', 'VBA', 'Data Science'];Brasil
Dashboard de Vendas;250;500;26 de Janeiro de 2023 14:47;['C', 'Java', 'Python'];Brasil
Programa De Ordeners De Produccion Y Trabajos En Maquina;250;500;26 de Janeiro de 2023 18:49;['C', 'Java', 'Python', 'C#', 'JavaScript', 'MySQL', 'PHP'];México
Programa de busca de edital em licitação;250;500;26 de Janeiro de 2023 13:26;['C', 'Java', 'Python', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Design Gráfico'];Brasil
Bot para Windows;100;250;26 de Janeiro de 2023 12:51;['JavaScript', 'PHP', 'Android', 'CSS', 'Python'];Brasil
Robo para Roleta com Aposta automatica;100;250;24 de Janeiro de 2023 17:09;['HTML5', 'MySQL', 'PHP', 'Python'];Brasil
Integração Selenium Automação por Api/Webhook;50;100;24 de Janeiro de 2023 16:30;['API', 'Python', 'Selenium', 'HTML'];Brasil
Creación de macross;50;50;24 de Janeiro de 2023 20:52;['C', 'Java', 'Python'];México
Reportes financieros;100;250;24 de Janeiro de 2023 19:01;['PostgresSQL', 'Python'];México
Powerapp+Powerbi+Powerautomate;50;50;24 de Janeiro de 2023 10:56;['C', 'Java', 'Python'];Brasil
Cargar y gestionar infomación en Aws. Amazon Web Services;250;500;24 de Janeiro de 2023 09:59;['Amazon Web Services', 'JSON', 'Python'];Espanha
Site para automação de apostas - Blaze Double;100;250;23 de Janeiro de 2023 23:16;['JavaScript', 'MySQL', 'PHP', 'HTML', 'Python', 'WordPress', 'API', 'CSS', 'Responsive Web Design'];Brasil
Busco modelador 3d;100;250;22 de Janeiro de 2023 15:35;['Unity 3D', 'Blender 3D', 'C', 'Java', 'Python'];Colômbia
Sistema de Gestão Integrado;1000;3000;22 de Janeiro de 2023 02:42;['Android', 'API', 'HTML', 'iOS', 'iPhone', 'JavaScript', 'MySQL', 'PHP', 'Python', 'Responsive Web Design'];Brasil
Creación de un curso en video básico de Python;250;500;22 de Janeiro de 2023 05:52;['Python'];México
Robô cassino análise de uma só roleta.;250;500;22 de Janeiro de 2023 00:00;['C', 'Java', 'JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
Odoo módulo para Punto de Venta lavandería/tintorería;100;250;21 de Janeiro de 2023 11:33;['Python', 'Odoo'];Espanha
Analista de dados pra analisar resultados que variam de 1,00 a 500,00 tendo em vista uma previsão dos numeros acima de 2,00;500;1000;20 de Janeiro de 2023 22:15;['JavaScript', 'MySQL', 'PHP', 'API', 'Python', 'SQL'];Brasil
Aplicativo para desktop;250;500;20 de Janeiro de 2023 20:08;['C', 'Java', 'Python', 'C#', 'HTML', 'JavaScript', 'PHP'];Brasil
Preciso de um Web Scraper;100;250;20 de Janeiro de 2023 03:47;['JavaScript', 'PHP', 'API', 'Python', 'Selenium'];Brasil
Emular câmera de um smartphone via Web  ou vídeo em um emulador Android via Adb;500;1000;20 de Janeiro de 2023 00:36;['JavaScript', 'MySQL', 'PHP', 'PowerShell', 'Python', 'Shell Scripting'];Brasil
Aplicativo Gerencial Empresa de Locação de Carros;1000;3000;19 de Janeiro de 2023 21:35;['C', 'Java', 'Python', 'C#', 'HTML', 'JavaScript', 'MySQL', 'PHP'];Brasil
Sistema de gravação de vídeo e replay para quadras de futebol society;1000;3000;19 de Janeiro de 2023 19:05;['C', 'Java', 'Python'];Brasil
Desarrollo de una Plataforma Digital;15;45;19 de Janeiro de 2023 22:30;['JavaScript', 'MySQL', 'PHP', 'Android', 'API', 'CSS', 'HTML', 'HTML5', 'Python', 'Responsive Web Design'];Colômbia
Odoo Server Migration - Digital Ocean (Usa / Usa) to Oracle Cloud [Brazil / Brasil];1000;3000;19 de Janeiro de 2023 16:41;['Linux', 'PostgresSQL', 'Docker', 'Kubernetes', 'DevOps ', 'Odoo', 'JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
Montar Servidor python con una libreria ya construida;50;50;19 de Janeiro de 2023 21:53;['Node.js', 'Python', 'Web Services', 'Inteligência artificial', 'Ubuntu'];Espanha
Python - Captura stream Udp/Onvif para Open Cv;50;100;18 de Janeiro de 2023 08:52;['Python', 'OpenCV'];Espanha
Portal de Negócios - Nicho exclusivo;1000;3000;18 de Janeiro de 2023 02:52;['C', 'Java', 'Python', 'C#', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Design Gráfico'];Brasil
Emulador de celular andoid e ios no pc;45;45;17 de Janeiro de 2023 23:45;['C', 'Java', 'Python', 'C#', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Design Gráfico'];Brasil
Busco desenvolvedor Fullstack React + Python | Fev - Ago;15;15;17 de Janeiro de 2023 22:21;['Python', 'React.js'];Brasil
Programar Sistema De Pagamento Integrado Com Onepay;250;500;17 de Janeiro de 2023 20:22;['JavaScript', 'MySQL', 'PHP', 'API', 'CSS', 'HTML', 'HTML5', 'Python', 'Responsive Web Design'];Brasil
Cash Flow;250;500;17 de Janeiro de 2023 23:04;['C', 'Java', 'Python', 'Visual Basic', 'Microsoft Excel'];Peru
Creación estructura cuentas Microsoft 365;100;250;17 de Janeiro de 2023 22:00;['C', 'Java', 'Python'];Espanha
Aplicación social (Ios, Android, Huawei) + web;500;1000;16 de Janeiro de 2023 17:53;['Android', 'API', 'iOS', 'iPhone', 'JavaScript', 'MySQL', 'PHP', 'Python', 'Responsive Web Design', 'Design de App Mobile'];México
Bot buscador de información en Pdfs;250;500;16 de Janeiro de 2023 14:51;['Python', 'Data Mining'];Colômbia
Execução de um site e implementação de um site e Api´s de terceiros;500;1000;15 de Janeiro de 2023 22:45;['CSS', 'HTML', 'Responsive Web Design', 'API', 'HTML5', 'JavaScript', 'Python', 'React.js'];Brasil
Programa telegram para copiar histórico de um canal com mídias privadas;50;50;15 de Janeiro de 2023 22:04;['JavaScript', 'MySQL', 'PHP', 'API', 'Python', 'Escrita de artigos', 'Edição de textos', 'Escrita criativa'];Brasil
La flipante aventura de Carlos el macaco;50;100;16 de Janeiro de 2023 01:38;['Android', 'iPhone', 'Java', 'Python', 'Design Gráfico', 'Responsive Web Design'];Estados Unidos
Automoção de criar conta do insta;250;500;15 de Janeiro de 2023 13:51;['MySQL', 'PHP', 'Android', 'API', 'Python'];Brasil
Growing in tt;50;100;15 de Janeiro de 2023 07:02;['HTML5', 'MySQL', 'PHP', 'CSS', 'HTML', 'JavaScript', 'Python'];Espanha
Oferecer uma Solução de Plataforma com Curso Interno p/ Empresa. Customizar ou Desenvolver.;250;500;13 de Janeiro de 2023 12:51;['C', 'Java', 'Python'];Brasil
Cajero de banco en python;50;50;13 de Janeiro de 2023 16:12;['C', 'Java', 'Python'];Equador
Sistema Administracion Taller Crud;250;500;13 de Janeiro de 2023 16:09;['C', 'Java', 'Python', 'HTML', 'JavaScript', 'MySQL', 'PHP'];México
Whatsapp como Front de mi App;500;1000;13 de Janeiro de 2023 13:15;['Android', 'iPhone', 'Python', 'Responsive Web Design', 'Flutter'];Colômbia
Instalador para venda de arquivos, com serial individual;250;500;13 de Janeiro de 2023 01:55;['C', 'Java', 'Python'];Brasil
Mejoras en formularios y reportes aplicación de escritorio;250;500;12 de Janeiro de 2023 23:44;['Delphi', 'SQL Server', 'Contabilidade', 'Análise Financeira', 'C', 'Java', 'Python'];República Dominicana
Desarrollo de caracteristicas para Odoo;15;45;12 de Janeiro de 2023 19:08;['ERP', 'Python', 'Odoo', 'MySQL'];Chile
Biométrico;250;500;10 de Janeiro de 2023 23:59;['C', 'Java', 'Python'];México
Ola gostaria que de contratar um programador para profit chart da nelogica para aprimorar indicadores;250;500;10 de Janeiro de 2023 15:51;['C', 'Java', 'Python'];Brasil
Twt Bot;50;50;10 de Janeiro de 2023 18:59;['C', 'Java', 'Python'];Suíça
Creación de función para comercio online;100;250;10 de Janeiro de 2023 17:10;['Magento', 'PHP', 'WordPress', 'API', 'HTML', 'Python', 'Shopify', 'Lojas Virtuais (e-commerce)', 'Web Design'];Espanha
Sistema de préstamos;250;500;10 de Janeiro de 2023 17:06;['JavaScript', 'MySQL', 'PostgresSQL', 'Python', 'SQL', 'SQL Server', 'Firebase', 'Odoo', 'SOAP', 'Bootstrap'];Peru
Implementar en Godaddy Odoo V13, V14,;15;15;10 de Janeiro de 2023 16:08;['MySQL', 'Linux', 'PostgresSQL', 'Python', 'Ubuntu', 'CCNA', 'JavaScript', 'FreeBSD'];Peru
Formatos de informes;1000;3000;10 de Janeiro de 2023 15:37;['C', 'Java', 'Python'];Colômbia
Desarrollo de aplicación web para comedores escolares;45;45;08 de Janeiro de 2023 03:24;['API', 'CSS', 'HTML5', 'PostgresSQL', 'Python', 'Responsive Web Design'];Costa Rica
Bot telegram Cassino Roleta;250;500;07 de Janeiro de 2023 20:13;['JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
Sistema de controle de serviços;500;1000;07 de Janeiro de 2023 13:34;['C', 'Java', 'Python', 'PHP', 'Design Gráfico'];Brasil
Consultoria sobre Saas;100;250;07 de Janeiro de 2023 13:32;['JavaScript', '.NET', 'Amazon Web Services', 'API', 'Microsoft Azure', 'Python', 'SQL', 'Microsoft Windows Server', 'Saas', 'Google Cloud Platform'];Brasil
Implementación Funcional y programación Odoo para Fabricante de medicamentos;3000;3000;06 de Janeiro de 2023 18:15;['Python', 'Odoo'];México
Aplicativo de diagnóstico de clientes;250;500;06 de Janeiro de 2023 11:47;['JavaScript', 'MySQL', 'CSS', 'Java', 'PostgresSQL', 'Python', 'Ruby on Rails', 'Responsive Web Design'];Brasil
Robo Para Entradas Iqoption;100;250;05 de Janeiro de 2023 22:39;['C', 'Java', 'Python'];Brasil
Comunidade de Top Developers busca os melhores profissionais It Iv;45;45;02 de Janeiro de 2023 19:20;['JavaScript', 'Java', 'Python'];Argentina
Aplicación en Python que pase de pdf a excel;50;100;04 de Janeiro de 2023 22:05;['Python'];Espanha
Sistema Para Salud;50;50;04 de Janeiro de 2023 20:02;['JavaScript', 'Django', 'PostgresSQL', 'Python', 'Heroku'];Peru
Preciso criar um site que aceite pagamento;100;250;04 de Janeiro de 2023 11:35;['C', 'Java', 'Python', 'React.js'];Brasil
Desarrollador Android;15;45;04 de Janeiro de 2023 01:44;['Android', 'API', 'ERP', 'iPhone', 'JSON', 'MySQL', 'Python', 'Responsive Web Design', 'REST API'];México
Proyecto Muebleria;50;100;04 de Janeiro de 2023 01:08;['Contabilidade', 'HTML', 'Python', 'XML', 'Gestão Financeira', 'OpenERP', 'Odoo'];República Dominicana
Aplicativo que crie a arte e texto automaticamente, através de link de afiliado;100;250;03 de Janeiro de 2023 19:36;['JavaScript', 'MySQL', 'PHP', 'C', 'Java', 'Python'];Brasil
Desarrollo de automatización;1000;3000;02 de Janeiro de 2023 10:02;['C', 'Java', 'Python'];Espanha
Soft e App;250;500;31 de Dezembro de 2022 22:10;['C', 'Java', 'Python'];Brasil
Desenvolvimento de uma plataforma de service desk com I.A;500;1000;30 de Dezembro de 2022 23:25;['JavaScript', 'MySQL', 'PHP', 'API', 'CSS', 'HTML5', 'Python', 'Inteligência artificial'];Brasil
Site Idêntico ao da Blaze;500;1000;30 de Dezembro de 2022 12:40;['JavaScript', 'MySQL', 'PHP', 'CSS', 'HTML', 'HTML5', 'Python'];Brasil
Desarrollo de aplicacion web para clinica veterinaria;250;500;30 de Dezembro de 2022 03:06;['C', 'Java', 'Python', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Design Gráfico'];Colômbia
Desarrollo de Sistema de Payroll / Hris;250;500;29 de Dezembro de 2022 20:30;['C', 'Python', 'C#', 'MySQL', 'Design Gráfico'];Argentina
Script Python - creación automática de cuentas de Facebook;50;100;29 de Dezembro de 2022 13:59;['JavaScript', 'MySQL', 'PHP', 'Python', 'Web Scraping'];Brasil
Aplicativo para orçamentos de câmeras cftv e alarme;1000;3000;26 de Dezembro de 2022 13:39;['C', 'Java', 'Python', 'HTML'];Brasil
Código Python;100;250;26 de Dezembro de 2022 13:34;['JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
Padilla restaurantes;15;15;26 de Dezembro de 2022 00:56;['C', 'Java', 'Python', 'MySQL'];México
Addon para juego;100;250;25 de Dezembro de 2022 15:53;['C', 'Java', 'Python', 'MySQL'];Espanha
Sistema de video conferencia;3000;3000;25 de Dezembro de 2022 13:57;['Python', 'HTML', 'HTML5', 'JavaScript', 'Node.js', 'PostgresSQL', 'Vue.js', 'C', 'Java'];Venezuela
Aplicativo Android Horário de Ônibus Sr;250;500;25 de Dezembro de 2022 04:16;['Android', 'API', 'MySQL', 'PHP', 'Responsive Web Design', 'Django', 'Python', 'React.js', 'React Native'];Brasil
Criar um Bot para roleta cassino online betano (pode ser extensão do Chrome);250;500;24 de Dezembro de 2022 02:49;['C++', 'JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
Software gestão financeira;50;50;21 de Dezembro de 2022 05:03;['C', 'Java', 'Python'];Moçambique
Software para contabilidade;100;250;21 de Dezembro de 2022 04:42;['C', 'Java', 'Python', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Design Gráfico'];Moçambique
Preciso de um programador para integrar um sistema em Python;250;500;21 de Dezembro de 2022 02:43;['JavaScript', 'MySQL', 'PHP', 'API', 'CSS', 'HTML', 'Python', 'WordPress', 'Responsive Web Design', 'Lojas Virtuais (e-commerce)'];Brasil
Jogos de cartas em python;100;250;21 de Dezembro de 2022 02:29;['JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
Desarrollo de Módulos Odoo 14 y 15;250;500;21 de Dezembro de 2022 01:50;['JavaScript', 'MySQL', 'PHP', 'Python', 'Odoo'];Equador
Monitoramento de porta paletes (projeto Iot);1000;3000;20 de Dezembro de 2022 20:41;['Responsive Web Design', 'HTML', 'JavaScript', 'C', 'Java', 'Python'];Brasil
Criar um site marketplace para venda de carros;250;500;20 de Dezembro de 2022 20:12;['C', 'Java', 'Python', 'Design Gráfico'];Brasil
Rac Investor;100;250;18 de Dezembro de 2022 10:44;['C', 'Java', 'Python', 'C#', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Design Gráfico', 'Responsive Web Design'];México
Procuro um mentor que programe em Python;15;45;18 de Dezembro de 2022 02:01;['Python'];Brasil
Crear monitores de las principales webs de compra de sneakers. (Discord);50;100;17 de Dezembro de 2022 21:03;['Android', 'API', 'HTML', 'iPhone', 'JavaScript', 'MySQL', 'Python', 'Responsive Web Design'];México
Preciso criar um Dashboard para lançamentos digitais;250;500;17 de Dezembro de 2022 20:53;['JavaScript', 'MySQL', 'PHP', 'Python', 'React.js'];Brasil
Plataforma back-end strappi y sql;100;250;17 de Dezembro de 2022 14:48;['HTML5', 'MySQL', 'PHP', 'API', 'HTML', 'JavaScript', 'Python'];México
Script para automação de apostas Blaze Crash;100;250;17 de Dezembro de 2022 03:04;['Python'];Brasil
Crear un odbc  Version, Informix 7.10 para windows a linux;1000;3000;17 de Dezembro de 2022 00:31;['C', 'Java', 'Python', '.NET', 'C#', 'Delphi', 'JavaScript', 'Linux', 'Microsoft Visual Studio', 'Visual Basic'];República Dominicana
Scraper;50;100;14 de Dezembro de 2022 18:15;['C', 'Java', 'Python'];Espanha
Actualizar scraper;50;50;14 de Dezembro de 2022 18:13;['C', 'Java', 'Python'];Espanha
Ler Pdf e Imprimir em impressora termica informação selecionada;100;250;14 de Dezembro de 2022 18:12;['JavaScript', 'PHP', 'API', 'C#', 'C++', 'CSS', 'HTML', 'HTML5', 'Java', 'Python'];Brasil
Automatización de word sin macros para que funcione en androide;100;250;14 de Dezembro de 2022 17:56;['C', 'Java', 'Python'];Espanha
Desenvolver profissional que saiba instalar e desenvolver um Website Tool  Php Script do Codecanyon;250;500;14 de Dezembro de 2022 17:29;['C', 'Java', 'Python', 'HTML', 'JavaScript', 'PHP', 'Redação de Script', 'ScriptCase'];Portugal
Configuração Api Facebook para Crm;100;250;14 de Dezembro de 2022 15:01;['MySQL', 'Amazon Web Services', 'API', 'Python', 'SQL'];Brasil
Extrair informações de conversas do whatsapp;250;500;14 de Dezembro de 2022 14:46;['C', 'Java', 'Python', 'HTML'];Brasil
Programa de automação de designer que faz mockup;1000;3000;13 de Dezembro de 2022 01:36;['C', 'Java', 'Python', 'HTML', 'PHP'];Brasil
Crm Inmobiliario Con Odoo;250;500;13 de Dezembro de 2022 00:25;['JavaScript', 'MySQL', 'PHP', 'API', 'HTML', 'Python', 'Responsive Web Design', 'SEO', 'Odoo'];México
Web Scrapers hechos en R o Python;1000;3000;12 de Dezembro de 2022 21:24;['JavaScript', 'MySQL', 'PHP', 'Python'];Chile
Enviar y recibir datos de un archivo .Mq4 a una página web;50;100;12 de Dezembro de 2022 21:22;['C', 'Java', 'Python'];Equador
Seu Avatar Ia;250;500;12 de Dezembro de 2022 20:30;['Python', 'Google Cloud Platform'];Brasil
Seu Avatar Ia;250;500;12 de Dezembro de 2022 18:55;['JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
Programador visual Basic;50;50;12 de Dezembro de 2022 17:49;['C', 'CSS', 'HTML', 'HTML5', 'Java', 'JavaScript', 'MySQL', 'PHP', 'Python', 'WordPress'];República Dominicana
Enviar y recibir datos de un archivo .Mql4 hacia una pagina web;50;100;10 de Dezembro de 2022 17:25;['C', 'Java', 'Python'];Equador
Modelagem de cadeia de suprimentos em Python utilizando Simpy;1000;3000;10 de Dezembro de 2022 06:30;['Python'];Brasil
Programador Python para Odoo;15;45;09 de Dezembro de 2022 23:11;['API', 'CRM', 'HTML5', 'MySQL', 'PHP', 'Python', 'Odoo'];México
Mastermind automático;50;50;09 de Dezembro de 2022 19:38;['Python'];México
Deep learning modelado 3d;45;45;09 de Dezembro de 2022 16:06;['Python', 'Inteligência artificial', 'Machine Learning'];Espanha
Programar Muy Sencilla Estrategia en Pinescript Tradingview;50;100;09 de Dezembro de 2022 10:04;['Python'];Espanha
Proyecto Xyz;1000;3000;08 de Dezembro de 2022 23:36;['PHP', 'WordPress', 'Amazon Web Services', 'API', 'CSS', 'HTML', 'JavaScript', 'Python', 'Shopify', 'Digital Ocean'];México
Programador Python con experiencia en Kubernetes;1000;3000;07 de Dezembro de 2022 16:23;['Python', 'MongoDB', 'RabbitMQ', 'Kubernetes'];Colômbia
Interfase de control y verificación de antenas Rfid;250;500;07 de Dezembro de 2022 16:23;['MySQL', 'PHP', 'HTML', 'Linux', 'Python'];México
Discord Bot;1000;3000;07 de Dezembro de 2022 16:10;['Android', 'API', 'HTML', 'iPhone', 'JavaScript', 'Python', 'Responsive Web Design', 'Chatbot'];Venezuela
Desarrollar e Implementar script en python o r para exportar reporte de power bi embedded;250;500;07 de Dezembro de 2022 12:18;['Python', 'Power BI'];México
Projetos de Api;15;15;07 de Dezembro de 2022 11:38;['JavaScript', 'MySQL', 'PHP', 'Android', 'API', 'JSON', 'Python', 'Lojas Virtuais (e-commerce)'];Brasil
Compilador(analizador) lexico, sintactico, semantico;50;50;07 de Dezembro de 2022 00:54;['C', 'Java', 'Python'];México
Desenvolvimento de um novo aplicativo na ferramenta Oddo  , versão 14 ou 15 - Community;1000;3000;06 de Dezembro de 2022 21:46;['JavaScript', 'MySQL', 'API', 'CSS', 'HTML', 'Python', 'Odoo'];Brasil
Trabalho de faculdade Sistema Crud no github/gitpod usando Python e html sem banco de dados (com listas e dicionários);500;1000;03 de Dezembro de 2022 00:42;['HTML', 'Python'];Brasil
Busco programadores com experiência em bots.;100;250;02 de Dezembro de 2022 18:52;['JavaScript', 'Android', 'Python'];Brasil
Robô Que Faz Entradas Automáticas Na Blaze;500;1000;02 de Dezembro de 2022 15:50;['JavaScript', 'MySQL', 'PHP', 'API', 'CSS', 'HTML', 'HTML5', 'Python', 'WordPress', 'Responsive Web Design'];Brasil
4 hs (ampliable) de Capacitación en Vba Excel 2016 y relación con Postgresql;50;100;02 de Dezembro de 2022 12:44;['Python', 'VBA', 'Microsoft Excel'];Argentina
Sala de Sinais / robo / Apostas / Cassino;100;250;01 de Dezembro de 2022 21:55;['JavaScript', 'MySQL', 'PHP', 'API', 'CSS', 'HTML', 'HTML5', 'Java', 'Python'];Brasil
Registro en una pagina por backend python;50;100;01 de Dezembro de 2022 17:29;['JavaScript', 'MySQL', 'PHP', 'Python'];Espanha
App Buble e Asaas;1000;3000;01 de Dezembro de 2022 03:23;['C', 'Java', 'Python'];Brasil
Plataforma de cruzamento de dados;45;45;29 de Novembro de 2022 18:22;['JavaScript', 'MySQL', 'PHP', 'CSS', 'HTML', 'HTML5', 'Python', 'Responsive Web Design'];Brasil
Automatizar registro de contactos;100;250;29 de Novembro de 2022 16:50;['C', 'Java', 'Python'];Peru
Desencriptar un archivo txt;100;250;29 de Novembro de 2022 14:42;['C', 'Java', 'Python', 'Visual Basic'];Equador
Especialista em Microsoft Teams para configurar acesso de usuários por equipe;100;250;28 de Novembro de 2022 23:55;['C', 'Java', 'Python'];Brasil
Projeto Universitário Python;250;500;28 de Novembro de 2022 23:32;['MySQL', 'PHP', 'API', 'CSS', 'HTML', 'Python'];Brasil
Trader backtesting;50;50;28 de Novembro de 2022 22:02;['JavaScript', 'MySQL', 'PHP', 'Python'];Argentina
Web Aplicativos para gravar depoimentos;250;500;28 de Novembro de 2022 19:10;['C', 'Java', 'Python', 'C#', 'React.js'];Brasil
Robô Blaze Telegram Api Automatizar Entradas  (Double);250;500;25 de Novembro de 2022 18:59;['JavaScript', 'MySQL', 'PHP', 'Java', 'Python'];Brasil
Aplicação para consulta em banco de dados via Webservice/Api;100;250;25 de Novembro de 2022 16:45;['C', 'Java', 'Python'];Brasil
Desarrollador Back-End para Auditar y Optimizar Projecto en Desarrolo Final;15;15;25 de Novembro de 2022 16:32;['JavaScript', 'MySQL', 'PHP', 'API', 'Django', 'Linux', 'Python', 'Responsive Web Design'];Estados Unidos
Conexión No Básica en cuenta de correos Office365 vía programática;500;1000;25 de Novembro de 2022 14:42;['API', 'Java', 'Node.js', 'Python', 'Elasticsearch'];Chile
Gerador de combinações;250;500;25 de Novembro de 2022 04:01;['JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
Ajuste de Web Crawling;50;100;25 de Novembro de 2022 02:57;['Linux', 'Python'];Brasil
Robo De Lista De Sinais Para A Corretora De Opçoes Binarias Binary;250;500;24 de Novembro de 2022 22:45;['C', 'Java', 'Python'];Brasil
App Pc E Pc Para Adm (Posto De Combustiveis + Conveniencia Interada );100;250;22 de Novembro de 2022 16:14;['C', 'Java', 'Python'];Brasil
Etl do Bitrix Crm (Extração e gravação dos dados em banco de dados Postgresql);100;250;22 de Novembro de 2022 14:01;['API', 'PostgresSQL', 'Python', 'REST API'];Brasil
Programador por 3 meses, mantenimieto a aplicaciones de escritorio desarrolladas en C# .net;250;500;22 de Novembro de 2022 13:59;['C', 'Java', 'Python'];Colômbia
Dashboards + Relatórios Gerenciais + Portal Web;500;1000;22 de Novembro de 2022 13:56;['JavaScript', 'MySQL', 'PHP', 'Android', 'API', 'HTML5', 'Microsoft Sharepoint', 'Python', 'Responsive Web Design', 'Power BI'];Brasil
Programador experto en web y aplicaciones móviles;500;1000;22 de Novembro de 2022 13:48;['Java', 'PHP', 'Python'];Espanha
Desarrollo de fangames;15;15;22 de Novembro de 2022 04:13;['HTML5', 'MySQL', 'PHP', 'Design Gráfico', 'Android', 'C', 'Java', 'Microsoft Visual Studio', 'Python'];México
Desarrolla de aplicación Web para el registro y consulta de información relacionada con temas crédito;1000;3000;22 de Novembro de 2022 00:59;['JavaScript', 'PHP', 'API', 'CSS', 'Node.js', 'Python', 'Responsive Web Design'];Chile
Análisis de sentimiento en español;50;100;18 de Novembro de 2022 09:07;['API', 'Python'];Guatemala
Queria desenvolver um app Webview do meu site e por na Apple Store;100;250;18 de Novembro de 2022 01:29;['C', 'Java', 'Python', 'iOS'];Brasil
Carro em 3d Opengl;100;250;17 de Novembro de 2022 23:15;['OpenGL', 'Python', 'Engenharia da Computação'];Brasil
Desenvolvedor Fullstack para melhorias em projeto existente.;15;45;17 de Novembro de 2022 20:34;['JavaScript', 'MySQL', 'Python', 'C#'];Brasil
Desenvolvedor C# React, Python (plataforma de marketing);15;15;17 de Novembro de 2022 20:28;['Python', 'JavaScript', 'MySQL', 'PHP'];Brasil
Desarrollo de aplicación Web;1000;3000;17 de Novembro de 2022 20:13;['Django', 'Python'];México
Envio de mensagem em massa no Whatsapp;250;500;17 de Novembro de 2022 19:28;['C', 'Java', 'Python'];Brasil
