titulo;valorMin;valorMax;data;skill;pais
Suporte React/Native + Sqlite (Experiência mínima de 3 anos);500;1000;15 de Abril de 2020 23:32;['Android', 'JavaScript', 'SQL', 'React Native'];Brasil
Creacion de dashboards de Business Intelligence;500;1000;09 de Abril de 2020 19:19;['HTML5', 'MySQL', 'PHP', 'API', 'JavaScript', 'SQL', 'Tableau', 'Inteligência artificial', 'Power BI'];Argentina
Development with Scriptcase 9 - modification of existing project;Aberto;Aberto;07 de Abril de 2020 09:04;['HTML5', 'MySQL', 'PHP', 'SQL', 'ScriptCase'];Estados Unidos
Aplicacion de Catas;250;500;03 de Março de 2020 03:24;['Android', 'iPhone', 'Responsive Web Design', 'API', 'HTML', 'iOS', 'Java', 'JavaScript', 'SQL', 'Ionic Framework'];Argentina
Módulo do sistema para exportação de arquivo Xml para plano de saúde;250;500;02 de Março de 2020 16:46;['C#', 'SQL', 'JavaScript', 'MySQL', 'PHP'];Brasil
Migração de pipeline biocomputacional para google cloud utilizando kubernets;500;1000;29 de Fevereiro de 2020 18:45;['JavaScript', 'MySQL', 'Python', 'SQL', 'Assistente Virtual', 'Docker', 'Kubernetes'];Brasil
Desarrollo De Aplicación Móvil De Servicios;3000;3000;28 de Fevereiro de 2020 15:32;['Android', 'iPhone', 'Responsive Web Design', 'API', 'JavaScript', 'Node.js', 'SQL', 'React Native'];México
Web App rede social de criação de quadros (colagem de imagens);3000;3000;27 de Fevereiro de 2020 16:18;['JavaScript', 'PHP', 'CSS', 'HTML', 'HTML5', 'Node.js', 'SQL', 'Responsive Web Design'];Brasil
Jornada Ronda;250;500;25 de Fevereiro de 2020 12:26;['JavaScript', 'MySQL', '.NET', 'Android', 'API', 'Oracle MySQL', 'SQL'];Brasil
Conector Api/Werbservice;500;1000;18 de Fevereiro de 2020 12:49;['PHP', 'API', 'HTML', 'JavaScript', 'MySQL', 'PrestaShop', 'SQL'];Espanha
Diseño de sistema de gestion para bares y cafeterias;1000;3000;05 de Janeiro de 2020 04:51;['Android', 'API', 'MySQL', 'Python', 'Visual Basic', 'PostgresSQL', 'SQL', 'SQL Server'];Argentina
Extract info for New Ecom Site (Prestashop) from old-site Sql database (Joomla!;Aberto;Aberto;26 de Dezembro de 2019 20:28;['MySQL', 'SQL'];Chile
Cnsultoria em Sql Server;50;50;26 de Dezembro de 2019 13:33;['MySQL', 'SQL', 'SQL Server'];Brasil
Programador;50;100;25 de Dezembro de 2019 19:34;['JavaScript', 'MySQL', 'Programação de Redes', 'PHP', 'SQL', 'Web Design'];Brasil
Integracion de Webapp Periferico a Software;3000;3000;24 de Dezembro de 2019 15:44;['JavaScript', 'MySQL', 'PHP', 'SQL', 'SQL Server', 'XML'];México
Looking for an It Specialist.;100;250;23 de Dezembro de 2019 21:51;['HTML', 'PHP', 'WordPress', 'API', 'cPanel', 'CSS', 'HTML5', 'SQL'];Estados Unidos
Conexão com web service;50;100;23 de Dezembro de 2019 13:14;['JavaScript', 'MySQL', 'PHP', 'SQL', 'Web Services', 'Power BI'];Brasil
Necesito una aplicación para un pequeño hotel con 10 habitaciones.;500;1000;27 de Novembro de 2019 07:30;['JavaScript', 'MySQL', 'PHP', 'CSS', 'Database', 'HTML', 'SQL'];Suíça
Finalizar servicio web + Api en Laravel/Php;3000;3000;26 de Novembro de 2019 18:13;['PHP', 'CSS', 'jQuery', 'SQL', 'Laravel', 'Bootstrap', 'LESS/SASS/SCSS'];Espanha
Necesito crear una tienda online en Php 7 nativo con Html5  y ayudo con material de plantillas Html 5;1000;3000;25 de Novembro de 2019 18:49;['JavaScript', 'MySQL', 'PHP', 'HTML5', 'SQL', 'Bootstrap', 'Vue.js'];Colômbia
Data Engineers / Scientists;250;500;22 de Novembro de 2019 04:46;['HTML5', 'MySQL', 'PHP', 'Java', 'JavaScript', 'Python', 'SQL', 'MongoDB', 'Apache Hadoop', 'Power BI'];Vietnã
Migração de dados;15;45;11 de Novembro de 2019 18:19;['MySQL', 'Oracle MySQL', 'PostgresSQL', 'SQL'];Brasil
Ios App Ux Changes;250;500;09 de Novembro de 2019 14:19;['Android', 'iPhone', 'Responsive Web Design', 'API', 'SQL'];Argentina
Machine Learning;500;1000;09 de Novembro de 2019 13:49;['JavaScript', 'MySQL', 'PHP', 'API', 'Modelagem de Dados', 'Estruturação de Dados', 'HTML', 'Python', 'SQL', 'Interpretação dos dados'];Brasil
Organizador de seguimiento de tareas;250;500;08 de Outubro de 2019 03:14;['.NET', 'ASPNET', 'C#', 'Microsoft Visual Studio', 'SQL', 'VB.NET', 'Visual Basic'];Peru
Dashboard App ajustes;250;500;07 de Outubro de 2019 20:42;['Android', 'Facebook', 'iPhone', 'SQL', 'SQL Server', 'Responsive Web Design', 'JavaScript'];Brasil
Buscamos desarrollar una aplicacion para darle seguimiento al proceso productivo de nuestra empresa.;500;1000;03 de Outubro de 2019 18:20;['JavaScript', 'MySQL', 'PHP', 'Ruby on Rails', 'SQL', 'Bootstrap'];México
Profissionais que Tem Conhecimento Autbank;3000;3000;26 de Setembro de 2019 20:20;['SQL'];Brasil
Proyecto de inteligencia de negocios, bodega de datos y visualización;1000;3000;26 de Setembro de 2019 14:04;['MySQL', 'SQL', 'Microstrategy', 'Power BI'];Colômbia
Wordpress websute development;250;500;23 de Setembro de 2019 04:07;['Apache', 'HTML', 'PHP', 'SQL', 'WordPress', 'Responsive Web Design'];India
Python, Sql, Django;500;1000;17 de Setembro de 2019 14:39;['JavaScript', 'MySQL', 'Django', 'HTML', 'Python', 'SQL'];Brasil
Develop a Big Data Application;500;1000;12 de Agosto de 2019 02:24;['C', 'Java', 'Python', 'API', 'CSS', 'HTML5', 'SQL', 'MongoDB', 'Shell Scripting', 'Apache Hadoop'];Brasil
Desarrollo de un sitio web;100;250;11 de Agosto de 2019 11:39;['JavaScript', 'API', 'C#', 'CSS', 'HTML5', 'SQL', 'AngularJS'];Espanha
Sistema de Gestión Administrativo Agropecuario;3000;3000;07 de Agosto de 2019 21:43;['.NET', 'C#', 'SQL', 'Web Services', 'MVC'];Argentina
Criar player personalizado android, smart tv e ios;250;500;05 de Agosto de 2019 14:43;['Android', 'API', 'iOS', 'iPhone', 'Java', 'JavaScript', 'PHP', 'SQL', 'Responsive Web Design'];Brasil
Coletar statisticas e retorno da Api do amazon Ses e salvar no  banco de dados oracle.;50;100;02 de Agosto de 2019 20:09;['JavaScript', 'PHP', 'API', 'Python', 'SQL'];Brasil
Clone do gloriafood;100;250;01 de Agosto de 2019 19:31;['JavaScript', 'MySQL', 'PHP', 'SQL'];Brasil
Rede Social e Criação de Conteúdo Pelo Usuário;1000;3000;24 de Julho de 2019 20:33;['Android', 'iPhone', 'Responsive Web Design', 'API', 'C#', 'CSS', 'HTML', 'iOS', 'JavaScript', 'SQL'];Brasil
Desarrollo Api Rest para transacciones con Bitcoins;15;15;16 de Junho de 2019 03:54;['JavaScript', 'API', 'Node.js', 'SQL', 'MongoDB', 'Bitcoin'];Argentina
Sistema de cálculo de remuneração em plataforma .Net;3000;3000;12 de Junho de 2019 18:13;['HTML5', '.NET', 'AJAX', 'CSS', 'SQL'];Brasil
Punto De Venta Web Centros De Copiado Y Papeleria;250;500;06 de Junho de 2019 22:59;['JavaScript', 'MySQL', 'PHP', 'HTML', 'HTML5', 'Linux', 'Oracle MySQL', 'SQL'];México
Projeto Tic Saúde - Alteração de framework Extjs para Angular;15;45;06 de Junho de 2019 22:43;['JavaScript', 'Desenvolvimento Web', 'CSS', 'HTML', 'Java', 'Node.js', 'SQL', 'AngularJS', 'Scrum', 'Docker'];Portugal
Desenvolvedor Web e App;250;500;04 de Junho de 2019 19:39;['Android', 'iOS', 'JavaScript', 'jQuery', 'MySQL', 'PHP', 'SQL', 'Ionic Framework'];Brasil
Desarrollador Oracle Bi | 4 Meses;1000;3000;31 de Maio de 2019 21:31;['Oracle', 'SQL', 'Inteligência empresarial', 'Tableau', 'Extract Transform Load (ETL)'];México
Desarrollador Java;500;1000;27 de Maio de 2019 14:16;['MySQL', 'Java', 'SQL', 'Design de App Mobile'];Argentina
Venta De Boleteria;45;45;19 de Abril de 2019 02:44;['HTML5', 'API', 'ASPNET', 'C#', 'HTML', 'jQuery', 'JSON', 'SQL', 'AngularJS', 'MVC'];Colômbia
Desarrollador - Arquitecto: para Desarrollo Web Geoespacial - Geonode / Sql (Postgresql / Postgis) /  Openlayers / Python / Django / Foundation / Github / Docker;1000;3000;17 de Abril de 2019 17:53;['Django', 'Geolocation', 'PostgresSQL', 'Python', 'SQL', 'Git', 'Docker'];Argentina
Create a database;15;15;16 de Abril de 2019 13:10;['HTML5', 'MySQL', 'Microsoft Access', 'SQL', 'Power BI'];Brasil
Etl Spoon o Etl Sql;50;100;15 de Abril de 2019 14:43;['HTML5', 'MySQL', 'PHP', 'Oracle', 'SQL', 'Pentaho', 'Extract Transform Load (ETL)'];Colômbia
Api Generador de Chart;250;500;13 de Abril de 2019 00:07;['API', 'JDBC', 'SQL', 'Java', 'Linux', 'Desenvolvimento Web'];Colômbia
Desarrollo de mejoras sobre aplicación existente;500;1000;12 de Abril de 2019 19:16;['JavaScript', '.NET', 'AJAX', 'CSS', 'Dot Net Nuke', 'HTML', 'jQuery', 'SQL', 'NHibernate'];México
Power Bi - Criar relatórios;250;500;11 de Abril de 2019 15:18;['SQL', 'Adobe Photoshop', 'Microsoft Excel', 'Tableau', 'Power BI'];Brasil
Ajuste Destino Seguro;100;250;12 de Março de 2019 16:38;['C#', 'SQL', 'Web Services'];Colômbia
Programador Web;3000;3000;11 de Março de 2019 10:34;['JavaScript', 'AJAX', 'CSS', 'HTML5', 'SQL', 'VB.NET', 'AngularJS', 'Vue.js'];Colômbia
Landing Page con Login para mostrar datos de tarjeta de crédito (opción automática);250;500;06 de Março de 2019 18:33;['AJAX', 'CSS', 'HTML5', 'JavaScript', '.NET', 'API', 'SQL'];Argentina
Programador Loja virtual e Wordpress em São Paulo;100;250;28 de Fevereiro de 2019 12:47;['MySQL', 'API', 'CSS', 'HTML', 'SQL', 'WordPress'];Brasil
Projetos de Desenvolvimento de Rede Wifi: Consultoria, implantação e operação de redes Outdoor e “Community” utilizando plataformas Carrier Grade integradas aos sistemas de backend das operadoras de Telecom;3000;3000;27 de Fevereiro de 2019 19:14;['JavaScript', 'MySQL', 'J2EE', 'Java', 'SQL', 'MVC', 'Spring Framework'];Brasil
Criação de App mobilidade tipo Uber;100;250;27 de Fevereiro de 2019 03:30;['Android', 'Google App Engine', 'iPhone', 'Java', 'JavaScript', 'SQL', 'Java Server Faces (JSF)', 'Responsive Web Design', 'Apple Motion', 'Design de App Mobile'];Brasil
Creación de software administrativo;250;500;26 de Fevereiro de 2019 22:29;['PHP', 'HTML', '.NET', 'C#', 'Java', 'SQL', 'SQL Server'];México
Software Qt5 C+;100;250;11 de Janeiro de 2019 18:30;['C++', 'Qt', 'SQL', 'SQL Lite'];Venezuela
Ea Mt4 orientado al metodo Market Maker;50;100;10 de Janeiro de 2019 17:24;['Análise Financeira', 'MT4', 'SQL'];Argentina
Gobierno electrónico;500;1000;10 de Janeiro de 2019 16:35;['JavaScript', 'MySQL', 'PHP', 'Database', 'Linux', 'PostgresSQL', 'SQL'];México
Configuración de Jira Cloud;15;45;09 de Janeiro de 2019 13:25;['HTML5', 'MySQL', 'PHP', 'API', 'HTML', 'SQL'];Argentina
Erp Seguranca Patrimonial;500;1000;03 de Janeiro de 2019 19:52;['JavaScript', 'PHP', 'SQL', 'React.js'];Brasil
Web Development Software en Python Sql Xml;500;1000;03 de Janeiro de 2019 17:41;['JavaScript', 'HTML', 'Python', 'SQL', 'XML'];Chile
Programador Java;50;100;03 de Janeiro de 2019 16:15;['JavaScript', 'MySQL', 'PHP', 'Java', 'NetBeans', 'PostgresSQL', 'SQL'];Brasil
Desarrollo de base datos para contabilidad;100;250;15 de Novembro de 2018 23:30;['SQL', 'SQL Server'];Honduras
Dashboard de sucursales;50;50;15 de Novembro de 2018 22:16;['JavaScript', 'PHP', 'HTML5', 'SQL', 'ScriptCase'];Panamá
Desarrollador de Software - Gui design / Programming;500;1000;12 de Novembro de 2018 20:30;['MySQL', 'PHP', 'C++', 'Python', 'SQL', 'TCP/IP', 'Interface de usuário'];Colômbia
Desenvolvimento de Api em .Net para Gerenciamento Envios e Reclamações (Pi) Fase 01;500;1000;08 de Novembro de 2018 22:46;['JavaScript', 'MySQL', 'PHP', '.NET', 'API', 'jQuery', 'SQL', 'Lojas Virtuais (e-commerce)'];Brasil
Sistema de compras en Devexpress;1000;3000;08 de Novembro de 2018 22:45;['JavaScript', '.NET', 'SQL', 'Desenvolvimento Web', 'Microsoft Windows Server'];México
O Botões no Wordpress para Usuário Interagir com Player de Vídeo (javascript);100;250;06 de Novembro de 2018 11:14;['JavaScript', 'MySQL', 'PHP', '.NET', 'C#', 'C++', 'Java', 'Python', 'SQL', 'WordPress'];Brasil
Mobile Auto Center;1000;3000;05 de Novembro de 2018 20:21;['Android', 'JavaScript', 'Database', 'iOS', 'SQL', 'Desenvolvimento Web', 'AngularJS', 'Design de App Mobile', 'Web Design'];Brasil
Microservicios en la nube y Api gateway;100;250;03 de Outubro de 2018 11:40;['Amazon Web Services', 'API', 'Microsoft Azure', 'Microsoft Visual Studio', 'Python', 'SQL', 'Web Services', '.NET', 'JSON', 'PHP'];Argentina
Proyecto relacionado con la Api de Google para analisis estadistico de Youtube;100;250;02 de Outubro de 2018 18:37;['HTML5', 'MySQL', 'PHP', 'API', 'JavaScript', 'Python', 'SQL'];Espanha
Projeto de App para Android;50;100;02 de Outubro de 2018 15:59;['Android', 'Java', 'JavaScript', 'PHP', 'SQL'];Brasil
Agis Con Asterisk;500;1000;28 de Setembro de 2018 22:25;['Asterisk', 'SQL'];Colômbia
Projeto básico de Sql;50;50;26 de Setembro de 2018 15:03;['JavaScript', 'MySQL', 'PHP', 'SQL', 'SQL Server'];Brasil
Programadores para evaluaciones técnicas;100;250;24 de Setembro de 2018 13:38;['CSS', 'HTML', 'JavaScript', 'Python', 'SQL'];Argentina
Programa desarrollado en c+ o c# con interfas a excel;250;500;24 de Setembro de 2018 12:31;['JavaScript', 'MySQL', 'PHP', 'C#', 'C++', 'SQL', 'Edição de textos', 'Microsoft Excel'];Federação Russa
Sistema interno com React;1000;3000;17 de Agosto de 2018 17:14;['JavaScript', 'API', 'React.js', 'C#', 'SQL'];Brasil
Sistema para condomínio;250;500;16 de Agosto de 2018 22:04;['Design Gráfico', 'Adobe Illustrator', 'Adobe Photoshop', 'Android', 'iOS', 'JavaScript', 'PHP', 'SQL'];Brasil
Software Ce;250;500;09 de Agosto de 2018 23:26;['JavaScript', 'MySQL', 'PHP', 'Python', 'SQL'];Chile
Buscamos Developer Sql con experiencia en Google Cloud Datawarehousing (Dataprep & Bigquery);15;15;08 de Agosto de 2018 17:36;['Microsoft Azure', 'SQL', 'SQL Server', 'Google Cloud Platform', 'Power BI'];Argentina
Site para gerenciar programa de fidelização (Php, Nosql, Amazon);250;500;06 de Agosto de 2018 16:00;['JavaScript', 'PHP', 'Amazon Web Services', 'Node.js', 'SQL'];Brasil
Aplicativo em Ionic com Painel Web e Sincronizador Banco Postgres Já Existente;1000;3000;05 de Agosto de 2018 02:50;['Android', 'JavaScript', 'PHP', 'API', 'HTML5', 'PostgresSQL', 'SQL', 'Desenvolvimento Web', 'Ionic Framework'];Brasil
Melhoria de desempenho de consulta Sql Consulta em banco Progress;50;50;03 de Agosto de 2018 23:30;['JavaScript', 'MySQL', 'PHP', 'SQL'];Brasil
Desenvolvedor Angular - Frontend;3000;3000;12 de Julho de 2018 16:30;['API', 'jQuery', 'SQL', 'AngularJS', 'MongoDB'];Brasil
Diseñar un sitio web;100;250;09 de Julho de 2018 22:15;['Design Gráfico', 'SQL', 'Desenvolvimento Web'];México
Se solicitan Desarrolladores (Senior) que dominen las siguientes tecnologías C# , Visual Basic, Java, Javascript, Sql Server, o Mysql;250;500;09 de Julho de 2018 19:15;['JavaScript', 'MySQL', 'C#', 'Java', 'SQL', 'SQL Server', 'Visual Basic'];Venezuela
Aula/Ajuda em projeto Vb/Sql;Aberto;Aberto;07 de Julho de 2018 20:55;['SQL', '.NET'];Brasil
Cada paso cuenta;Aberto;Aberto;04 de Julho de 2018 19:37;['Android', 'HTML5', 'PHP', 'SQL'];Argentina
Necesito desarrollador para crear una aplicación Saas (startup) desde cero (backend / frontend / mobile);3000;3000;04 de Julho de 2018 18:22;['JavaScript', 'Amazon Web Services', 'API', 'CSS', 'HTML5', 'Node.js', 'SQL', 'MongoDB', 'React.js', 'Design de App Mobile'];Colômbia
Cópia de Criação de um Fantasy Game;500;1000;01 de Julho de 2018 06:36;['HTML', 'JavaScript', 'MySQL', 'PHP', 'SQL', 'Criatividade e Talento'];Brasil
Programador Visual Basic;500;1000;30 de Maio de 2018 18:19;['Microsoft Visual Studio', 'SQL', 'SQL Server', 'Visual Basic'];Brasil
Programador .Net (Full time 2 meses);45;45;26 de Maio de 2018 16:05;['MySQL', 'PHP', '.NET', 'AJAX', 'CSS', 'HTML', 'HTML5', 'SQL'];México
Exportar Datos Sql (remoto) a Excel;50;50;25 de Maio de 2018 18:24;['SQL', 'SQL Server', 'Microsoft Excel'];México
Programador .Net Mvc;500;1000;22 de Maio de 2018 23:10;['CSS', 'jQuery', 'Bootstrap', 'MVC', 'Material Design', 'SQL', 'C#', '.NET', 'JSON'];Brasil
Supervisor the desarolladores de Erp y Landing Site;250;500;22 de Maio de 2018 05:40;['JavaScript', 'PHP', 'CodeIgniter', 'HTML', 'SQL', 'Desenvolvimento Web', 'Bootstrap'];Estados Unidos
Migración de aplicación de escritorio;500;1000;21 de Maio de 2018 10:47;['JavaScript', '.NET', 'SQL', 'AngularJS'];Espanha
Sincronizacion entre un software de escritorio y una plataforma web;1000;3000;20 de Maio de 2018 19:49;['JavaScript', 'MySQL', 'PHP', 'Android', 'Java', 'PostgresSQL', 'SQL'];Venezuela
Epr (Sistema De Programacion Para Produccion);50;100;20 de Abril de 2018 22:28;['HTML5', 'MySQL', 'PHP', 'CSS', 'HTML', 'Java', 'JavaScript', 'SQL'];México
Programador mobile Aplicativo Startup;1000;3000;20 de Abril de 2018 16:39;['Android', 'API', 'C', 'SQL', 'Design de App Mobile'];Brasil
Intranet con Share Point;500;1000;20 de Abril de 2018 15:25;['.NET', 'C#', 'Microsoft Sharepoint', 'SQL'];México
Rh - Control Recursos Humanos;50;50;20 de Abril de 2018 06:13;['HTML5', 'MySQL', 'PHP', 'C', 'C++', 'Java', 'JavaScript', 'jQuery', 'SQL', 'Desenvolvimento Web'];México
Desarrollador para roku;100;250;20 de Abril de 2018 00:23;['JavaScript', 'PHP', 'SQL', 'Design de App Mobile'];Peru
Programador Android y multiplataforma;500;1000;18 de Abril de 2018 14:31;['Design Gráfico', 'Adobe Photoshop', 'Android', 'Database', 'iOS', 'Java', 'Microsoft Visual Studio', 'SQL'];Colômbia
Software inventarios y seguimiento de obras;1000;3000;18 de Abril de 2018 14:09;['PHP', 'SQL', 'Responsive Web Design', 'Design de App Mobile'];Argentina
Polling de dispositivo biometrico Hanvon F710;100;250;01 de Abril de 2018 16:39;['Visual Basic', 'SQL'];México
Manutenção magento;50;50;29 de Março de 2018 12:46;['JavaScript', 'MySQL', 'PHP', 'CSS', 'Magento', 'SQL', 'SEO'];Brasil
Sistema de Analisis de Datos y estadísticas;250;500;26 de Março de 2018 16:20;['JavaScript', 'MySQL', 'PHP', '.NET', 'ASPNET', 'SQL'];México
Projeto Mmn;100;250;26 de Março de 2018 16:06;['API', 'HTML5', 'JavaScript', 'MySQL', 'PHP', 'SQL', 'CSS3'];Brasil
Restaurants pairing website;1000;3000;23 de Março de 2018 18:17;['JavaScript', 'CSS', 'HTML5', 'Node.js', 'SQL'];Alemanha
Programacion delphy;500;1000;21 de Março de 2018 18:05;['Delphi', 'SQL'];México
Realizar consulta em banco de dados e exibir resultado em Dashboard.;100;250;20 de Março de 2018 13:48;['.NET', 'ASPNET', 'Java', 'SQL'];Brasil
Aplicativo Para Auxílio Na Rotina De Enfermagem Cuidados Do Paciente Internado;1000;3000;22 de Fevereiro de 2018 23:28;['Android', 'JavaScript', 'SQL', 'Desenvolvimento Web'];Brasil
Cadastro em Massa;100;250;21 de Fevereiro de 2018 12:36;['JavaScript', 'C#', 'CSS', 'HTML', 'SQL'];Brasil
Suporte temporário 3 meses desenvolvimento asp clássico;50;50;20 de Fevereiro de 2018 10:26;['JavaScript', 'AJAX', 'ASP', 'SQL'];Brasil
Simulador web para operaciones del mercado energía en mexico;500;1000;19 de Fevereiro de 2018 19:37;['JavaScript', 'MySQL', 'PHP', 'jQuery', 'SQL', 'Desenvolvimento Web'];México
Certificado de atributo;100;250;17 de Fevereiro de 2018 15:02;['HTML5', 'PHP', 'SQL', 'Desenvolvimento Web'];Brasil
Sistema de Punto de Venta Para Minimarket;50;50;16 de Fevereiro de 2018 15:35;['JavaScript', 'PHP', 'C#', 'jQuery', 'SQL'];Peru
Developer Php;50;100;14 de Fevereiro de 2018 14:52;['CakePHP', 'HTML5', 'MySQL', 'PHP', 'SQL'];Colômbia
Programador;500;1000;22 de Janeiro de 2018 13:14;['MySQL', 'C#', 'Crystal Reports', 'Microsoft Visual Studio', 'SQL'];Nicarágua
Sistemaweb - Controle financeiro para Organizações Religiosas;100;250;19 de Janeiro de 2018 12:09;['Contabilidade', 'Desenvolvimento Web', 'SQL', 'Web Services', 'Design de App Mobile'];Brasil
Diseño Web Ux;3000;3000;16 de Janeiro de 2018 07:49;['WordPress', 'Design Gráfico', 'SQL', 'Sketch'];Espanha
Ruby on Rails Api Developer;100;250;15 de Janeiro de 2018 18:46;['PostgresSQL', 'Ruby', 'Ruby on Rails', 'SQL'];Colômbia
Desarrollo de 2 Reportes web y mobile en .Net c#;500;1000;12 de Janeiro de 2018 16:03;['.NET', 'C#', 'SQL'];Chile
Aplicativo de E-commerce;1000;3000;11 de Janeiro de 2018 14:47;['JavaScript', 'CSS', 'HTML', 'Python', 'SQL', 'Web Design'];Brasil
Desarrollador angularjs para complementar desarrollo que esta a un 90%;100;250;10 de Janeiro de 2018 17:38;['JavaScript', 'SQL', 'SQL Server', 'Visual Basic', 'Desenvolvimento Web', 'AngularJS'];México
Programador mobile;500;1000;12 de Dezembro de 2017 17:53;['Android', 'JavaScript', 'PHP', 'SQL'];México
Fernando Gloor;100;250;12 de Dezembro de 2017 15:52;['C++', 'SQL', 'Vendas', 'Microsoft Excel', 'Análise Financeira'];Equador
Diseñar un sitio web en Wordpress;100;250;11 de Dezembro de 2017 18:31;['Android', 'JavaScript', 'SQL', 'WordPress', 'Design Gráfico', 'Adobe Photoshop', 'Marketing', 'Social Media Marketing', 'Desenvolvimento Web', 'Responsive Web Design'];República Dominicana
Erp alteration;1000;3000;11 de Dezembro de 2017 17:15;['ASP', 'ASPNET', 'SQL'];India
Programador Php;1000;3000;07 de Dezembro de 2017 12:58;['PHP', 'AJAX', 'CSS', 'HTML', 'SQL'];Brasil
Muonline;100;250;05 de Dezembro de 2017 22:48;['MySQL', 'Desenvolvimento de Games', 'Programação de Games', 'SQL', 'SQL Server'];Brasil
Programador Php e Sql;500;1000;05 de Dezembro de 2017 12:36;['API', 'JavaScript', 'MySQL', 'PHP', 'SQL'];Brasil
Gestion de la informacion de una balanza de procesos.;100;250;16 de Novembro de 2017 16:15;['SQL', 'HTML5', 'MySQL', 'PHP'];Argentina
Solucion Android y base de datos;500;1000;15 de Novembro de 2017 05:02;['Android', 'PHP', 'MySQL', 'SQL', 'Desenvolvimento Web'];Chile
Programador Android;15;15;13 de Novembro de 2017 23:41;['Android', 'SQL'];Peru
Software Administrador De Tiempos Y Consumos De Un Billar;50;100;12 de Novembro de 2017 20:46;['C', 'MySQL', 'SQL', 'Microsoft Excel', 'Espanhol'];Argentina
Javier mendez;500;1000;09 de Novembro de 2017 14:00;['PHP', 'SQL', 'Desenvolvimento Web', 'Wix'];México
Programador;50;100;07 de Novembro de 2017 15:40;['SQL', 'SQL Server', 'Firebird'];Chile
Modulo para insertar datos en Sql;100;250;06 de Novembro de 2017 22:07;['SQL'];México
Dba Banco de dados Postgres Sql - Temos um banco de dados Postgree com grande volume de dados e precisamos otimizá-lo para melhorar a performance.;100;250;17 de Outubro de 2017 13:14;['PostgresSQL', 'SQL'];Brasil
Site imobiliário;50;100;17 de Outubro de 2017 12:48;['Facebook', 'HTML', 'SQL', 'Web Design'];Brasil
Zg - Migracion Aplicacion Existente A Web;100;250;13 de Outubro de 2017 12:40;['.NET', 'C#', 'HTML', 'HTML5', 'SQL'];Uruguai
Business Intelligence Specialist;15;15;12 de Outubro de 2017 16:07;['Lojas Virtuais (e-commerce)', 'SQL', 'Marketing Online', 'Marketing', 'Vendas', 'Microsoft Excel', 'Análise de Negócios', 'Management', 'Compensação', 'Inglês', 'Inteligência empresarial'];Argentina
Outsourcing Sql 300 horas Porto Alegre;15;15;12 de Outubro de 2017 13:14;['SQL', 'SQL Server'];Brasil
Macro para control de inventarios agrícolas;100;250;11 de Outubro de 2017 14:34;['SQL'];México
Implementar interfaz diseñado de App Android para control equipo médico;1000;3000;09 de Outubro de 2017 17:00;['Android', 'CSS', 'Java', 'SQL', 'Espanhol'];Espanha
Prestashop;100;250;26 de Setembro de 2017 21:47;['HTML', 'PHP', 'PrestaShop', 'SQL'];Brasil
Webflow;1000;3000;26 de Setembro de 2017 12:30;['Android', 'iOS', 'AJAX', 'API', 'C', 'SQL'];Brasil
Adicionar novas ferramentas em sitepronto;100;250;25 de Setembro de 2017 12:20;['HTML', 'PHP', 'CSS', 'SQL'];Brasil
Sistema de  Turnos;100;250;24 de Setembro de 2017 16:07;['SQL', 'Visual Basic', 'XML'];Argentina
Desarrollo Sistema Delivery;100;250;22 de Setembro de 2017 23:59;['Java', 'PHP', 'SQL'];Argentina
Desarrollo Sistema Distribuidora;500;1000;22 de Setembro de 2017 22:19;['HTML', 'JavaScript', 'PHP', 'SQL'];Argentina
Programador para Mmn;50;50;21 de Setembro de 2017 15:40;['HTML', 'JavaScript', 'PHP', 'SQL'];Brasil
Actualización de Web en Asp.net;500;1000;31 de Agosto de 2017 07:49;['ASP', 'HTML', 'SQL', 'SQL Server'];Peru
Gestão de Motorista de Frota - premiação.;3000;3000;29 de Agosto de 2017 20:58;['Android', 'C#', 'CSS', 'ERP', 'HTML', 'JavaScript', 'SQL', 'SQL Server'];Brasil
Programación en Php, Msql, Javascrip, Net Y Sql;100;250;29 de Agosto de 2017 02:41;['.NET', 'JavaScript', 'MySQL', 'PHP', 'SQL'];Venezuela
Desenvolvimento de site de E-commerce multi-loja;100;250;28 de Agosto de 2017 15:17;['AJAX', 'Lojas Virtuais (e-commerce)', 'HTML5', 'SQL', 'Banners'];Brasil
Sistema .net;100;250;28 de Agosto de 2017 14:02;['HTML5', 'JavaScript', 'SQL', 'SQL Server', 'CSS3'];Brasil
Diseño de aplicación de escritorio. Lenguaje ideal C#;500;1000;28 de Agosto de 2017 13:42;['C#', 'SQL', 'SQL Server'];Argentina
Sistema Academico;100;250;27 de Agosto de 2017 19:14;['Java', 'SQL'];México
Sistema de vendas;50;100;18 de Agosto de 2017 03:22;['C#', 'SQL', 'SQL Server'];Brasil
C sharp y bases de datos Sql y Linq;100;250;17 de Agosto de 2017 19:35;['C', 'C++', 'SQL', 'XML', 'AutoCAD'];Colômbia
Programador Web (Web Services);100;250;17 de Agosto de 2017 00:57;['SQL', 'SQL Server', 'Web Services'];México
Implementacion Sap;100;250;16 de Agosto de 2017 21:25;['SAP', 'SQL', 'Desenvolvimento Web'];Bolívia
Crear plataforma mercadeo multinivel;1000;3000;16 de Agosto de 2017 18:38;['CSS', 'DOS', 'HTML5', 'Java', 'PHP', 'SQL'];Espanha
